iter	Passed	Remaining
457	14282	16902
458	14310	16866
459	14338	16832
460	14368	16799
461	14402	16771
462	14431	16738
463	14459	16703
464	14488	16669
465	14515	16633
466	14546	16602
467	14579	16573
468	14616	16548
469	14648	16518
470	14677	16484
471	14705	16450
472	14733	16415
473	14761	16381
474	14795	16352
475	14830	16325
476	14863	16296
477	14898	16269
478	14926	16235
479	14955	16201
480	14983	16167
481	15016	16137
482	15046	16105
483	15084	16081
484	15117	16052
485	15146	16019
486	15174	15984
487	15203	15950
488	15232	15917
489	15263	15886
490	15297	15858
491	15329	15827
492	15356	15792
493	15384	15758
494	15412	15723
495	15440	15689
496	15468	15655
497	15500	15624
498	15536	15598
499	15571	15571
500	15600	15537
501	15629	15504
502	15671	15485
503	15705	15456
504	15741	15429
505	15778	15404
506	15815	15378
507	15848	15349
508	15884	15322
509	15917	15293
510	15953	15266
511	15998	15248
512	16035	15222
513	16070	15195
514	16101	15163
515	16132	15132
516	16164	15101
517	16195	15069
518	16223	15035
519	16252	15002
520	16280	14967
521	16309	14934
522	16337	14900
523	16369	14870
524	16406	14843
525	16436	14811
526	16464	14777
527	16492	14743
528	16530	14718
529	16562	14687
530	16595	14658
531	16628	14628
532	16660	14597
533	16689	14564
534	16718	14530
535	16747	14497
536	16783	14470
537	16823	14447
538	16860	14420
539	16895	14392
540	16931	14364
541	16965	14335
542	17006	14313
543	17039	14282
544	17076	14256
545	17109	14226
546	17138	14193
547	17167	14160
548	17197	14127
549	17226	14094
550	17259	14064
551	17291	14033
552	17324	14003
553	17365	13979
554	17398	13950
555	17434	13922
556	17472	13896
557	17513	13872
558	17553	13847
559	17590	13821
560	17624	13791
561	17656	13761
562	17697	13736
563	17739	13713
564	17779	13689
565	17812	13658
566	17842	13625
567	17872	13592
568	17900	13559
569	17933	13528
570	17972	13502
571	18007	13474
572	18037	13441
573	18066	13408
574	18096	13375
575	18126	13343
576	18158	13312
577	18191	13282
578	18226	13252
579	18254	13219
580	18283	13185
581	18311	13151
582	18340	13118
583	18369	13084
584	18399	13052
585	18433	13022
586	18468	12993
587	18499	12962
588	18532	12932
589	18565	12901
590	18596	12869
591	18638	12845
592	18673	12816
593	18704	12784
594	18732	12750
595	18761	12717
596	18790	12684
597	18823	12653
598	18856	12623
599	18897	12598
600	18944	12577
601	18980	12548
602	19016	12519
603	19052	12491
604	19092	12465
605	19125	12434
606	19163	12407
607	19213	12387
608	19253	12361
609	19292	12334
610	19331	12307
611	19372	12281
612	19405	12251
613	19438	12220
614	19472	12190
615	19511	12163
616	19555	12139
617	19593	12110
618	19632	12084
619	19666	12053
620	19699	12023
621	19739	11996
622	19790	11975
623	19828	11948
624	19858	11915
625	19891	11883
626	19924	11852
627	19955	11820
628	19993	11792
629	20028	11763
630	20057	11729
631	20085	11695
632	20117	11663
633	20148	11631
634	20185	11602
635	20224	11574
636	20260	11545
637	20289	11512
638	20318	11478
639	20347	11445
640	20375	11411
641	20405	11378
642	20442	11350
643	20480	11321
644	20514	11290
645	20545	11258
646	20581	11229
647	20615	11198
648	20653	11169
649	20689	11140
650	20729	11112
651	20761	11081
652	20795	11050
653	20825	11017
654	20856	10985
655	20890	10954
656	20932	10928
657	20963	10895
658	20997	10865
659	21026	10831
660	21057	10799
661	21091	10768
662	21130	10740
663	21166	10710
664	21198	10678
665	21230	10647
666	21261	10614
667	21290	10581
668	21328	10552
669	21370	10525
670	21407	10496
671	21440	10465
672	21497	10445
673	21542	10419
674	21579	10389
675	21619	10361
676	21652	10330
677	21687	10300
678	21722	10269
679	21761	10240
680	21795	10209
681	21833	10180
682	21871	10150
683	21905	10120
684	21937	10088
685	21981	10061
686	22017	10031
687	22056	10002
688	22092	9972
689	22129	9942
690	22163	9911
691	22198	9880
692	22233	9849
693	22275	9821
694	22311	9791
695	22352	9763
696	22386	9731
697	22426	9703
698	22470	9676
699	22513	9648
700	22550	9618
701	22588	9588
702	22623	9558
703	22665	9529
704	22708	9501
705	22750	9474
706	22789	9444
707	22826	9414
708	22863	9384
709	22917	9360
710	22970	9336
711	23009	9307
712	23047	9277
713	23081	9245
714	23112	9212
715	23151	9182
716	23191	9153
717	23235	9125
718	23274	9096
719	23316	9067
720	23354	9037
721	23392	9007
722	23438	8979
723	23477	8950
724	23516	8919
725	23555	8890
726	23596	8861
727	23640	8832
728	23678	8802
729	23710	8769
730	23744	8737
731	23782	8707
732	23819	8676
733	23861	8647
734	23904	8618
735	23946	8589
736	23984	8558
737	24018	8526
738	24055	8495
739	24093	8465
740	24136	8436
741	24173	8405
742	24208	8373
743	24242	8341
744	24282	8311
745	24322	8281
746	24361	8251
747	24396	8219
748	24428	8186
749	24461	8153
750	24494	8121
751	24530	8089
752	24569	8059
753	24610	8029
754	24645	7997
755	24675	7964
756	24711	7932
757	24746	7900
758	24781	7868
759	24821	7838
760	24856	7806
761	24886	7773
762	24916	7739
763	24947	7706
764	24989	7676
765	25028	7645
766	25065	7614
767	25111	7585
768	25154	7556
769	25188	7523
770	25228	7493
771	25267	7462
772	25307	7431
773	25357	7404
774	25395	7372
775	25431	7340
776	25469	7309
777	25520	7282
778	25564	7252
779	25611	7223
780	25649	7192
781	25687	7161
782	25726	7129
783	25767	7099
784	25809	7068
785	25845	7036
786	25883	7005
787	25926	6975
788	25967	6944
789	26013	6915
790	26048	6882
791	26087	6851
792	26121	6818
793	26161	6787
794	26199	6755
795	26242	6725
796	26277	6692
797	26315	6661
798	26353	6629
799	26393	6598
800	26438	6568
801	26492	6540
802	26530	6508
803	26564	6475
804	26607	6445
805	26650	6414
806	26690	6383
807	26727	6350
808	26773	6321
809	26823	6291
810	26882	6264
811	26939	6237
812	26992	6208
813	27031	6176
814	27067	6144
815	27104	6111
816	27141	6079
817	27175	6046
818	27207	6012
819	27238	5979
820	27274	5946
821	27311	5914
822	27347	5881
823	27384	5849
824	27418	5816
825	27457	5783
826	27516	5756
827	27562	5725
828	27607	5694
829	27645	5662
830	27687	5630
831	27726	5598
832	27769	5567
833	27810	5535
834	27847	5502
835	27882	5469
836	27920	5437
837	27962	5405
838	27999	5373
839	28043	5341
840	28092	5311
841	28133	5279
842	28170	5246
843	28208	5213
844	28251	5182
845	28294	5150
846	28333	5118
847	28376	5086
848	28419	5054
849	28469	5023
850	28531	4995
851	28591	4966
852	28654	4938
853	28703	4907
854	28750	4875
855	28797	4844
856	28843	4812
857	28877	4779
858	28920	4747
859	28958	4714
860	28997	4681
861	29030	4647
862	29059	4613
863	29095	4579
864	29134	4547
865	29174	4514
866	29207	4480
867	29237	4446
868	29269	4412
869	29300	4378
870	29337	4345
871	29370	4311
872	29409	4278
873	29443	4244
874	29474	4210
875	29506	4176
876	29543	4143
877	29575	4109
878	29609	4076
879	29640	4041
880	29668	4007
881	29701	3973
882	29732	3939
883	29764	3905
884	29797	3871
885	29831	3838
886	29867	3804
887	29900	3771
888	29929	3736
889	29956	3702
890	29989	3668
891	30027	3635
892	30060	3601
893	30093	3568
894	30124	3534
895	30154	3500
896	30190	3466
897	30222	3432
898	30256	3399
899	30287	3365
900	30318	3331
901	30348	3297
902	30378	3263
903	30414	3229
904	30462	3197
905	30502	3164
906	30534	3130
907	30566	3097
908	30598	3063
909	30630	3029
910	30665	2995
911	30700	2962
912	30733	2928
913	30763	2894
914	30794	2860
915	30827	2826
916	30861	2793
917	30898	2760
918	30934	2726
919	30966	2692
920	31002	2659
921	31032	2625
922	31060	2591
923	31095	2557
924	31128	2523
925	31160	2490
926	31190	2456
927	31219	2422
928	31247	2388
929	31274	2354
930	31303	2320
931	31336	2286
932	31370	2252
933	31403	2219
934	31433	2185
935	31461	2151
936	31488	2117
937	31515	2083
938	31543	2049
939	31583	2015
940	31621	1982
941	31653	1948
942	31682	1915
943	31712	1881
944	31740	1847
945	31775	1813
946	31808	1780
947	31843	1746
948	31887	1713
949	31914	1679
950	31943	1645
951	31969	1611
952	32000	1578
953	32036	1544
954	32068	1511
955	32098	1477
956	32127	1443
957	32155	1409
958	32183	1375
959	32214	1342
960	32246	1308
961	32282	1275
962	32314	1241
963	32342	1207
964	32371	1174
965	32399	1140
966	32435	1106
967	32489	1074
968	32521	1040
969	32550	1006
970	32578	972
971	32606	939
972	32633	905
973	32664	871
974	32698	838
975	32738	805
976	32769	771
977	32797	737
978	32826	704
979	32853	670
980	32892	637
981	32931	603
982	32966	570
983	33005	536
984	33040	503
985	33069	469
986	33097	435
987	33135	402
988	33170	368
989	33202	335
990	33231	301
991	33258	268
992	33287	234
993	33315	201
994	33343	167
995	33375	134
996	33414	100
997	33453	67
998	33489	33
999	33517	0
