iter	Passed	Remaining
210	7381	27602
211	7401	27511
212	7437	27479
213	7469	27434
214	7499	27383
215	7531	27337
216	7566	27302
217	7606	27286
218	7644	27262
219	7675	27214
220	7710	27177
221	7746	27147
222	7779	27107
223	7813	27069
224	7836	26991
225	7874	26968
226	7912	26945
227	7947	26910
228	7978	26862
229	8013	26828
230	8043	26777
231	8076	26736
232	8114	26713
233	8149	26678
234	8181	26633
235	8215	26594
236	8244	26543
237	8280	26513
238	8312	26468
239	8348	26437
240	8385	26410
241	8421	26377
242	8453	26335
243	8482	26281
244	8516	26244
245	8547	26199
246	8582	26163
247	8613	26118
248	8648	26083
249	8681	26045
250	8716	26011
251	8751	25975
252	8781	25926
253	8813	25884
254	8844	25840
255	8879	25807
256	8915	25774
257	8949	25737
258	8982	25697
259	9011	25648
260	9041	25600
261	9073	25558
262	9113	25539
263	9146	25498
264	9175	25450
265	9210	25416
266	9244	25379
267	9260	25293
268	9291	25249
269	9325	25212
270	9359	25177
271	9393	25142
272	9429	25110
273	9465	25081
274	9499	25043
275	9528	24995
276	9564	24964
277	9576	24872
278	9609	24833
279	9642	24795
280	9677	24762
281	9709	24720
282	9739	24674
283	9769	24631
284	9807	24605
285	9843	24574
286	9877	24539
287	9913	24509
288	9946	24471
289	9986	24448
290	10016	24405
291	10053	24375
292	10091	24350
293	10125	24314
294	10156	24272
295	10188	24232
296	10220	24191
297	10252	24151
298	10288	24121
299	10324	24090
300	10357	24053
301	10394	24023
302	10423	23978
303	10459	23947
304	10494	23913
305	10531	23884
306	10571	23863
307	10608	23835
308	10644	23804
309	10679	23770
310	10716	23741
311	10751	23708
312	10783	23667
313	10819	23638
314	10858	23613
315	10894	23581
316	10925	23539
317	10957	23500
318	10993	23469
319	11033	23446
320	11077	23431
321	11120	23415
322	11163	23398
323	11208	23384
324	11253	23373
325	11298	23358
326	11332	23322
327	11371	23297
328	11408	23267
329	11440	23228
330	11478	23199
331	11516	23172
332	11553	23142
333	11589	23109
334	11629	23086
335	11667	23057
336	11706	23029
337	11740	22994
338	11775	22960
339	11815	22936
340	11854	22910
341	11893	22883
342	11930	22852
343	11974	22834
344	12031	22841
345	12078	22831
346	12118	22805
347	12163	22789
348	12206	22768
349	12248	22746
350	12293	22731
351	12338	22713
352	12378	22688
353	12421	22668
354	12457	22633
355	12492	22598
356	12529	22567
357	12561	22526
358	12598	22495
359	12633	22460
360	12670	22428
361	12702	22387
362	12736	22351
363	12773	22318
364	12805	22278
365	12843	22248
366	12882	22219
367	12923	22195
368	12961	22165
369	13002	22139
370	13042	22113
371	13089	22097
372	13120	22055
373	13155	22019
374	13191	21985
375	13226	21950
376	13258	21909
377	13289	21867
378	13322	21829
379	13356	21791
380	13387	21749
381	13419	21709
382	13456	21678
383	13491	21642
384	13529	21612
385	13562	21572
386	13597	21537
387	13632	21502
388	13666	21466
389	13701	21430
390	13735	21393
391	13766	21351
392	13800	21314
393	13830	21271
394	13865	21236
395	13897	21197
396	13932	21162
397	13968	21128
398	14002	21091
399	14039	21058
400	14076	21027
401	14109	20988
402	14146	20956
403	14185	20927
404	14238	20917
405	14273	20883
406	14303	20840
407	14339	20806
408	14370	20765
409	14403	20726
410	14437	20690
411	14469	20651
412	14506	20617
413	14544	20587
414	14579	20552
415	14613	20515
416	14649	20480
417	14681	20441
418	14712	20400
419	14744	20361
420	14780	20328
421	14814	20290
422	14842	20246
423	14877	20210
424	14910	20173
425	14945	20138
426	14977	20098
427	15014	20065
428	15053	20036
429	15083	19994
430	15114	19953
431	15146	19914
432	15176	19873
433	15212	19839
434	15243	19798
435	15279	19765
436	15316	19732
437	15351	19697
438	15384	19660
439	15422	19628
440	15452	19587
441	15483	19547
442	15521	19516
443	15558	19482
444	15592	19447
445	15627	19411
446	15662	19376
447	15693	19336
448	15723	19296
449	15758	19259
450	15793	19225
451	15826	19188
452	15857	19148
453	15890	19110
454	15925	19075
455	15962	19042
456	15997	19008
457	16036	18978
458	16073	18944
459	16103	18904
460	16138	18868
461	16170	18830
462	16201	18790
463	16231	18749
464	16268	18717
465	16304	18683
466	16342	18652
467	16381	18621
468	16419	18589
469	16451	18552
470	16488	18518
471	16523	18483
472	16560	18451
473	16597	18418
474	16629	18379
475	16664	18344
476	16697	18308
477	16729	18269
478	16759	18229
479	16797	18197
480	16830	18160
481	16864	18123
482	16895	18084
483	16929	18048
484	16962	18011
485	16997	17976
486	17034	17943
487	17071	17910
488	17110	17880
489	17148	17848
490	17184	17814
491	17219	17779
492	17251	17741
493	17286	17706
494	17320	17670
495	17355	17635
496	17392	17602
497	17432	17572
498	17468	17538
499	17502	17502
500	17537	17467
501	17573	17433
502	17609	17399
503	17646	17366
504	17683	17333
505	17719	17299
506	17754	17264
507	17789	17229
508	17823	17193
509	17856	17156
510	17889	17119
511	17926	17086
512	17959	17049
513	17995	17015
514	18035	16984
515	18067	16946
516	18097	16907
517	18130	16870
518	18164	16834
519	18197	16798
520	18235	16765
521	18270	16730
522	18305	16695
523	18340	16660
524	18376	16626
525	18412	16591
526	18446	16556
527	18483	16522
528	18519	16489
529	18553	16453
530	18590	16419
531	18628	16387
532	18661	16350
533	18695	16314
534	18729	16278
535	18765	16244
536	18800	16209
537	18834	16174
538	18871	16140
539	18905	16104
540	18938	16067
541	18973	16033
542	19011	16000
543	19041	15961
544	19078	15927
545	19117	15895
546	19151	15860
547	19185	15824
548	19220	15789
549	19254	15753
550	19287	15717
551	19325	15684
552	19363	15651
553	19396	15615
554	19431	15580
555	19469	15547
556	19503	15511
557	19535	15474
558	19572	15440
559	19608	15407
560	19641	15370
561	19679	15337
562	19713	15301
563	19750	15268
564	19784	15232
565	19820	15198
566	19858	15165
567	19894	15130
568	19927	15094
569	19970	15065
570	20014	15036
571	20049	15002
572	20091	14971
573	20129	14939
574	20168	14906
575	20210	14877
576	20249	14844
577	20308	14827
578	20361	14804
579	20416	14784
580	20472	14764
581	20516	14735
582	20565	14710
583	20610	14681
584	20649	14649
585	20684	14613
586	20719	14578
587	20755	14543
588	20790	14507
589	20828	14473
590	20862	14437
591	20902	14405
592	20938	14371
593	20973	14335
594	21025	14311
595	21074	14285
596	21120	14257
597	21157	14223
598	21202	14194
599	21243	14162
600	21283	14130
601	21323	14097
602	21370	14069
603	21409	14036
604	21452	14006
605	21487	13970
606	21523	13935
607	21559	13900
608	21595	13865
609	21629	13828
610	21665	13793
611	21697	13755
612	21731	13719
613	21763	13682
614	21799	13646
615	21835	13611
616	21877	13580
617	21912	13544
618	21954	13513
619	21999	13483
620	22034	13448
621	22072	13413
622	22111	13380
623	22146	13344
624	22177	13306
625	22211	13270
626	22240	13230
627	22275	13195
628	22308	13158
629	22343	13122
630	22376	13085
631	22411	13049
632	22447	13014
633	22481	12978
634	22518	12943
635	22552	12907
636	22588	12872
637	22626	12838
638	22660	12802
639	22696	12766
640	22732	12731
641	22767	12695
642	22799	12658
643	22830	12620
644	22862	12583
645	22899	12548
646	22928	12509
647	22964	12474
648	23002	12440
649	23035	12403
650	23072	12369
651	23105	12332
652	23141	12297
653	23176	12261
654	23207	12223
655	23240	12187
656	23273	12150
657	23304	12112
658	23339	12077
659	23376	12042
660	23407	12004
661	23444	11969
662	23480	11934
663	23514	11898
664	23549	11863
665	23582	11826
666	23618	11791
667	23650	11754
668	23687	11720
669	23724	11684
670	23762	11650
671	23794	11614
672	23823	11575
673	23857	11539
674	23894	11504
675	23928	11468
676	23959	11431
677	24000	11398
678	24035	11362
679	24065	11325
680	24096	11287
681	24126	11249
682	24155	11211
683	24190	11175
684	24225	11140
685	24261	11105
686	24296	11069
687	24328	11032
688	24361	10996
689	24396	10960
690	24428	10923
691	24461	10887
692	24498	10853
693	24534	10817
694	24569	10782
695	24606	10747
696	24639	10711
697	24672	10675
698	24706	10638
699	24736	10601
700	24772	10566
701	24809	10531
702	24841	10495
703	24875	10459
704	24910	10423
705	24947	10389
706	24984	10354
707	25018	10318
708	25055	10283
709	25092	10248
710	25129	10214
711	25164	10178
712	25197	10142
713	25230	10106
714	25261	10069
715	25290	10031
716	25324	9995
717	25357	9959
718	25394	9924
719	25424	9887
720	25456	9850
721	25487	9813
722	25518	9776
723	25553	9741
724	25588	9705
725	25617	9668
726	25652	9632
727	25691	9598
728	25724	9562
729	25756	9526
730	25791	9490
731	25826	9455
732	25856	9418
733	25894	9384
734	25931	9349
735	25974	9316
736	26011	9282
737	26049	9247
738	26084	9212
739	26117	9176
740	26152	9141
741	26190	9106
742	26227	9071
743	26259	9035
744	26295	9000
745	26328	8964
746	26362	8928
747	26395	8892
748	26436	8859
749	26471	8823
750	26503	8787
751	26537	8751
752	26566	8714
753	26601	8678
754	26636	8643
755	26670	8607
756	26704	8572
757	26738	8536
758	26771	8500
759	26808	8465
760	26842	8430
761	26877	8394
762	26908	8358
763	26943	8322
764	26983	8289
765	27020	8254
766	27052	8218
767	27083	8181
768	27120	8146
769	27152	8110
770	27184	8074
771	27214	8037
772	27250	8002
773	27283	7966
774	27317	7930
775	27354	7896
776	27390	7861
777	27425	7825
778	27456	7789
779	27490	7753
780	27518	7716
781	27552	7680
782	27582	7644
783	27620	7609
784	27654	7574
785	27687	7538
786	27723	7503
787	27760	7468
788	27792	7432
789	27826	7396
790	27859	7361
791	27894	7325
792	27929	7290
793	27961	7254
794	27998	7219
795	28032	7184
796	28068	7149
797	28102	7113
798	28136	7078
799	28171	7042
800	28202	7006
801	28233	6970
802	28265	6934
803	28298	6898
804	28334	6863
805	28369	6828
806	28404	6793
807	28440	6758
808	28476	6723
809	28513	6688
810	28546	6652
811	28578	6616
812	28615	6581
813	28655	6547
814	28694	6513
815	28736	6479
816	28779	6446
817	28822	6412
818	28871	6380
819	28918	6347
820	28960	6314
821	28994	6278
822	29030	6243
823	29065	6208
824	29100	6172
825	29136	6137
826	29170	6102
827	29203	6066
828	29238	6031
829	29273	5995
830	29309	5960
831	29346	5925
832	29383	5890
833	29423	5856
834	29455	5820
835	29489	5784
836	29524	5749
837	29561	5714
838	29613	5682
839	29660	5649
840	29699	5615
841	29737	5580
842	29781	5546
843	29825	5512
844	29871	5479
845	29914	5445
846	29961	5412
847	30014	5379
848	30049	5344
849	30083	5308
850	30116	5273
851	30153	5237
852	30188	5202
853	30223	5166
854	30257	5131
855	30289	5095
856	30327	5060
857	30364	5025
858	30402	4990
859	30441	4955
860	30482	4921
861	30518	4885
862	30558	4851
863	30596	4816
864	30627	4780
865	30664	4744
866	30700	4709
867	30735	4674
868	30772	4638
869	30806	4603
870	30839	4567
871	30870	4531
872	30908	4496
873	30949	4461
874	30991	4427
875	31028	4392
876	31057	4355
877	31092	4320
878	31126	4284
879	31162	4249
880	31196	4213
881	31228	4177
882	31264	4142
883	31301	4107
884	31334	4071
885	31366	4035
886	31402	4000
887	31435	3964
888	31468	3929
889	31499	3893
890	31535	3857
891	31569	3822
892	31603	3786
893	31638	3751
894	31674	3716
895	31710	3680
896	31745	3645
897	31778	3609
898	31814	3574
899	31847	3538
900	31882	3503
901	31915	3467
902	31951	3432
903	31982	3396
904	32018	3361
905	32052	3325
906	32087	3290
907	32116	3254
908	32153	3218
909	32188	3183
910	32220	3147
911	32250	3111
912	32279	3075
913	32310	3040
914	32344	3004
915	32379	2969
916	32416	2934
917	32453	2898
918	32491	2863
919	32522	2828
920	32554	2792
921	32585	2756
922	32616	2721
923	32648	2685
924	32687	2650
925	32723	2615
926	32759	2579
927	32796	2544
928	32830	2509
929	32861	2473
930	32895	2438
931	32925	2402
932	32960	2366
933	32992	2331
934	33028	2296
935	33061	2260
936	33092	2224
937	33125	2189
938	33160	2154
939	33193	2118
940	33226	2083
941	33261	2047
942	33296	2012
943	33332	1977
944	33368	1942
945	33408	1907
946	33444	1871
947	33478	1836
948	33510	1800
949	33549	1765
950	33580	1730
951	33616	1694
952	33653	1659
953	33686	1624
954	33719	1588
955	33755	1553
956	33790	1518
957	33822	1482
958	33859	1447
959	33893	1412
960	33925	1376
961	33956	1341
962	33987	1305
963	34022	1270
964	34058	1235
965	34090	1199
966	34125	1164
967	34163	1129
968	34195	1093
969	34229	1058
970	34264	1023
971	34304	988
972	34339	952
973	34373	917
974	34409	882
975	34439	846
976	34470	811
977	34500	776
978	34534	740
979	34570	705
980	34606	670
981	34638	634
982	34676	599
983	34711	564
984	34749	529
985	34785	493
986	34821	458
987	34852	423
988	34884	387
989	34916	352
990	34946	317
991	34982	282
992	35018	246
993	35048	211
994	35083	176
995	35120	141
996	35154	105
997	35191	70
998	35226	35
999	35259	0
