iter	Logloss
0	0.6928611571
1	0.6925012515
2	0.692309617
3	0.6919743463
4	0.6914972316
5	0.6910472129
6	0.6908392892
7	0.6905541117
8	0.6900733757
9	0.6898611091
10	0.6895416622
11	0.6891935874
12	0.6887642102
13	0.6885512789
14	0.6882970087
15	0.6881361939
16	0.6878525215
17	0.6876765317
18	0.6873280713
19	0.6869752836
20	0.6868291065
21	0.6864995408
22	0.6862695437
23	0.6860212667
24	0.685824921
25	0.6857907072
26	0.685652042
27	0.6853741195
28	0.6851091235
29	0.6848696794
30	0.6846783259
31	0.6844618674
32	0.6841597278
33	0.683908735
34	0.6834456238
35	0.6831280059
36	0.6828369168
37	0.6827595841
38	0.6825444936
39	0.682162615
40	0.6816519473
41	0.6816285767
42	0.6812717384
43	0.6808806183
44	0.6806062173
45	0.6803481415
46	0.6798331675
47	0.6795562196
48	0.6794380728
49	0.6793744911
50	0.6790378314
51	0.6788665315
52	0.6785840163
53	0.6782863609
54	0.6780182686
55	0.6778350177
56	0.6777166572
57	0.677565516
58	0.677413149
59	0.6771154381
60	0.6768774005
61	0.6766050323
62	0.6762796644
63	0.6760656765
64	0.6758560659
65	0.6756667769
66	0.675183707
67	0.6748797605
68	0.6747267141
69	0.6742538223
70	0.6740396673
71	0.6737932432
72	0.673631295
73	0.6732491955
74	0.6730638112
75	0.672980604
76	0.6728955353
77	0.6728454755
78	0.6726192627
79	0.6722776084
80	0.6720464528
81	0.6719021857
82	0.6716714335
83	0.6713030609
84	0.6710588434
85	0.6708916251
86	0.6708390259
87	0.6704656165
88	0.6701729035
89	0.6698642906
90	0.6696389301
91	0.6694769449
92	0.6691314912
93	0.6688149928
94	0.6687705762
95	0.6683222427
96	0.6680411184
97	0.6677434784
98	0.6673736989
99	0.6672090454
100	0.6669169092
101	0.6668246893
102	0.6666766258
103	0.6664018077
104	0.6661592418
105	0.6659259301
106	0.6658392799
107	0.6656415679
108	0.6654904443
109	0.6654720766
110	0.6653577074
111	0.6651362697
112	0.6651270288
113	0.6648209597
114	0.6645693
115	0.6645692966
116	0.6643730612
117	0.6640493504
118	0.6638589668
119	0.6638386875
120	0.6635785209
121	0.6632862449
122	0.6629266538
123	0.6627824958
124	0.6624166208
125	0.6621357353
126	0.6619878232
127	0.6616870447
128	0.6616222533
129	0.6613201008
130	0.661011113
131	0.6606899432
132	0.6606778471
133	0.6606160084
134	0.6604608306
135	0.6602825548
136	0.6600330606
137	0.6598375358
138	0.6596227698
139	0.6595147747
140	0.659172164
141	0.6589298652
142	0.6586568316
143	0.6584578543
144	0.6582001804
145	0.6578458457
146	0.6575686408
147	0.6573038644
148	0.6570426215
149	0.6566629142
150	0.6565247448
151	0.6564199922
152	0.6561987413
153	0.6560267585
154	0.655691247
155	0.6556237225
156	0.6554544525
157	0.6553284671
158	0.655124382
159	0.6548094234
160	0.654437061
161	0.6542329971
162	0.6539521562
163	0.6537984963
164	0.653798496
165	0.6536914067
166	0.6533916904
167	0.6532221738
168	0.6529119806
169	0.6525458759
170	0.6521697457
