iter	Logloss
331	0.6207666035
332	0.6205556663
333	0.6202507291
334	0.6198984169
335	0.6195805943
336	0.6193419924
337	0.6190631098
338	0.6187166653
339	0.6184010028
340	0.6178566784
341	0.6174616581
342	0.617129817
343	0.6168268366
344	0.6164470625
345	0.6161129749
346	0.6156611499
347	0.6153707759
348	0.6151037847
349	0.6148591607
350	0.6144335402
351	0.6140534075
352	0.6138481517
353	0.6135260186
354	0.6131095513
355	0.6128246467
356	0.6124375039
357	0.6120120048
358	0.6117289546
359	0.6114092329
360	0.6112159907
361	0.6109696477
362	0.6107466234
363	0.6105307122
364	0.6101951895
365	0.6098973066
366	0.6095776185
367	0.6092757891
368	0.6088558399
369	0.6083836711
370	0.6081667826
371	0.6077748118
372	0.6073967732
373	0.6072391655
374	0.6069915287
375	0.6068263966
376	0.6066405632
377	0.6063819821
378	0.6061370897
379	0.6057594248
380	0.605660462
381	0.605367578
382	0.6050235998
383	0.6045997799
384	0.6043513208
385	0.6041186512
386	0.6038327714
387	0.6035538518
388	0.6033580847
389	0.6030258619
390	0.6026805454
391	0.6024429207
392	0.6020978951
393	0.6017880703
394	0.6014223195
395	0.6010923284
396	0.6007203641
397	0.6004039919
398	0.5999441303
399	0.5996528287
400	0.5992802065
401	0.5989614499
402	0.5986612596
403	0.5982065363
404	0.597904785
405	0.5976366235
406	0.5971868495
407	0.5970375917
408	0.5967438447
409	0.5963070505
410	0.5959226122
411	0.5955256544
412	0.5951527531
413	0.5948142341
414	0.5946105095
415	0.5942412418
416	0.5940360773
417	0.5935643325
418	0.5932947138
419	0.5930308276
420	0.5927355499
421	0.5922435338
422	0.5918593918
423	0.591598828
424	0.591170526
425	0.5908883404
426	0.5905469298
427	0.5902452437
428	0.5897974268
429	0.5895480904
430	0.5891753925
431	0.5886302164
432	0.5885318324
433	0.588415357
434	0.5881135708
435	0.5877764759
436	0.5874854587
437	0.587119169
438	0.5867480453
439	0.586283021
440	0.5859470809
441	0.5856966035
442	0.5854328709
443	0.5851958866
444	0.5847468322
445	0.5844838314
446	0.5841410543
447	0.5839643973
448	0.5837565328
449	0.5833810172
450	0.5829377927
451	0.5826157375
452	0.5823007933
453	0.5820116534
454	0.5818372848
455	0.5815877561
456	0.5813325898
457	0.5809639044
458	0.580652699
459	0.5802836196
460	0.5799845092
461	0.5797422487
462	0.5793936927
463	0.57914139
464	0.5788022271
465	0.5784802379
466	0.5780602717
467	0.5777581826
468	0.5774446596
469	0.577138594
470	0.576916372
471	0.5766891097
472	0.576474517
473	0.5761102288
474	0.575982023
475	0.5758096542
476	0.5755492759
477	0.5752958825
478	0.5749742681
479	0.5746983775
480	0.5745377691
481	0.5741660471
482	0.5739332218
483	0.5737052117
484	0.5732715917
485	0.5730614884
486	0.5728842744
487	0.5728472302
488	0.572662377
489	0.5724327269
490	0.5722415793
491	0.5719237968
492	0.5715621757
493	0.571392221
494	0.5711016799
495	0.5709517657
496	0.5705756111
497	0.5702677056
498	0.5699890204
499	0.5696829495
500	0.5693659794
501	0.5691804181
502	0.5689255755
503	0.5688200208
504	0.5684683051
505	0.568152275
506	0.5680243881
507	0.5676476042
508	0.5673722005
509	0.5671031156
510	0.5667633836
511	0.5664735209
512	0.5662626258
513	0.5659773539
514	0.5657213098
515	0.5654953987
516	0.5651404591
517	0.5649129181
518	0.5645107823
519	0.5641190809
520	0.5639398488
521	0.5635876176
522	0.5633761452
523	0.5631299605
524	0.5628303975
525	0.562493942
526	0.5622257022
527	0.5621239824
528	0.5618603112
529	0.5615662346
530	0.5612513191
531	0.561042767
532	0.5607254099
533	0.5604573554
534	0.5600870739
535	0.5598912269
536	0.5596458239
537	0.5592783337
538	0.5589175404
539	0.5584786116
540	0.5582640734
541	0.5579062481
542	0.5576850412
543	0.5574218024
544	0.5570610272
545	0.5568555548
546	0.5565824569
547	0.5563496673
548	0.556020109
549	0.5556946193
550	0.5554787659
551	0.5551472158
552	0.5549356839
553	0.5547700701
554	0.5546044778
555	0.554274419
556	0.5539993457
557	0.5536477811
558	0.5533056697
559	0.5530735797
560	0.5528359589
561	0.5525397272
562	0.5521696373
563	0.5517790544
564	0.5514501209
565	0.5511551558
566	0.5509307744
567	0.5505876373
568	0.550397536
569	0.5501078214
570	0.5497430753
571	0.5495161308
572	0.5491688615
573	0.5490979797
574	0.5486912745
575	0.5484721723
576	0.5480809864
577	0.5478120256
578	0.5476497865
579	0.5475315587
580	0.5471907492
581	0.5470115933
582	0.5467716232
583	0.5464780072
584	0.546149242
585	0.545899071
586	0.5458043976
587	0.5455963367
588	0.545328423
589	0.5450613164
590	0.5448725103
591	0.5447590706
592	0.5445061803
593	0.5441523569
594	0.5438714463
595	0.5437395788
596	0.5436033524
597	0.5435051798
598	0.5433283123
599	0.5429619937
600	0.542739895
601	0.5425249928
602	0.54228158
603	0.5419918647
604	0.5416392597
605	0.541290361
606	0.5411436013
607	0.5408772404
608	0.5406362813
609	0.5405058686
610	0.5402343391
611	0.5398859468
612	0.539558204
613	0.5392520603
614	0.5388537408
615	0.5385402593
616	0.5381903417
617	0.5379286087
618	0.5376018427
619	0.5373866854
620	0.5371262852
621	0.5369208098
622	0.5365851819
623	0.5362763654
624	0.5360567114
625	0.5358388532
626	0.5355523235
627	0.5354433107
628	0.5351579397
629	0.5348700169
630	0.534787724
631	0.534603873
632	0.5344493604
633	0.5342958529
634	0.5339739001
635	0.5336819717
636	0.533556561
637	0.5333251631
638	0.533110398
639	0.5328701167
640	0.5326736886
641	0.5324255486
642	0.5321126313
643	0.5317759576
644	0.531543888
645	0.5312928853
646	0.5310835922
647	0.5308623196
648	0.53050199
649	0.5303672113
650	0.5300245065
651	0.5298346846
652	0.5295696835
653	0.5294241346
654	0.5291246411
655	0.5289963254
656	0.5286628363
657	0.5284056489
658	0.5282182728
659	0.5278353964
660	0.5275604164
661	0.5273380359
662	0.5270110745
663	0.526792415
664	0.5266341609
665	0.5263338052
666	0.5261642714
667	0.5259593655
668	0.5258779919
669	0.5257301479
670	0.5253643984
671	0.5251387617
672	0.5248929494
673	0.5246616427
674	0.5244375051
675	0.5242199915
676	0.523935735
677	0.5236885043
678	0.5235147002
679	0.5232105627
680	0.5229677966
681	0.5227518133
682	0.5226853626
683	0.5225846734
684	0.5222851829
685	0.5221253356
686	0.5219165504
687	0.5217710242
688	0.5215457479
689	0.5211771244
690	0.5209591858
691	0.5207644841
692	0.5205486706
693	0.5202400843
694	0.5200956742
695	0.5198266328
696	0.5196493838
697	0.5194476667
698	0.5192634728
699	0.5190761885
700	0.5188750276
701	0.5185156468
702	0.5183565788
703	0.5181684315
704	0.5180035264
705	0.5178502088
706	0.5176821413
707	0.5174264452
708	0.5172856267
709	0.51707037
710	0.5168458446
711	0.5165768524
712	0.5164718953
713	0.516208832
714	0.5160178306
715	0.5157016385
716	0.5155440034
717	0.5154349682
718	0.5152348655
719	0.515050617
720	0.5149291359
721	0.5147406301
722	0.5144558382
723	0.5141892358
724	0.5139322861
725	0.5136862193
726	0.5135122793
727	0.5132964788
728	0.5131261611
729	0.5127780833
730	0.5124542692
731	0.5123872992
732	0.5121610655
733	0.5120673177
734	0.5119075187
735	0.5115806438
736	0.5112470123
737	0.5111307741
738	0.5108465511
739	0.5106519872
740	0.5105366919
741	0.5102767604
742	0.50995129
743	0.5098089684
744	0.5094647405
745	0.5092176056
746	0.5091899198
747	0.5091020899
748	0.508856976
749	0.5085367421
750	0.5083322653
751	0.5080315479
752	0.5078300449
753	0.507716675
754	0.5075133886
755	0.5073656695
756	0.5071196578
757	0.5068134936
758	0.5066254937
759	0.5065547775
760	0.5063744263
761	0.5061997037
762	0.506027785
763	0.5058042384
764	0.5055579884
765	0.505337197
766	0.5051461097
767	0.5049231438
768	0.504670647
769	0.5044747592
770	0.5042800606
771	0.5042169699
772	0.5039643398
773	0.5036799956
774	0.5035067523
775	0.5033529974
776	0.5030394175
777	0.5027107527
778	0.5024861886
779	0.5022753094
780	0.5020194759
781	0.5019632406
782	0.5017733812
783	0.5016539221
784	0.5014313185
785	0.5012375015
786	0.5011375023
787	0.5009718605
788	0.500766821
789	0.500550034
790	0.5004618354
791	0.5002506818
792	0.4999644148
793	0.4998773014
794	0.499574519
795	0.4994514417
796	0.4992131854
797	0.499038818
798	0.4988445009
799	0.4986340109
800	0.498455182
801	0.4983347679
802	0.4980822946
803	0.4979655898
804	0.4978171146
805	0.4975941957
806	0.4973476575
807	0.4972233687
808	0.4970079791
809	0.4968287279
810	0.4966881962
811	0.4965261068
812	0.4964649403
813	0.4961896215
814	0.4959461813
815	0.4955909834
816	0.4952527529
817	0.495072885
818	0.4949652732
819	0.4948249357
820	0.4945528979
821	0.4943335549
822	0.4941751669
823	0.4938441575
824	0.4936792036
825	0.4935303876
826	0.4932831938
827	0.4931285211
828	0.4929115568
829	0.4927796951
830	0.4924997651
831	0.4922377687
832	0.4920055167
833	0.4917488879
834	0.4915271448
835	0.4913138637
836	0.4911639227
837	0.4909744566
838	0.4908678872
839	0.4905654052
840	0.4904064607
841	0.490238957
842	0.4900159085
843	0.4897413012
844	0.4895809251
845	0.4893044454
846	0.4891007598
847	0.4890354318
848	0.4889835517
849	0.4888172242
850	0.4886892391
851	0.4883921658
852	0.4883133347
853	0.4882471357
854	0.488062978
855	0.4879127034
856	0.4877141547
857	0.487521552
858	0.4873265936
859	0.4871888838
860	0.487069063
861	0.4869027615
862	0.4867028735
863	0.486486864
864	0.486268484
865	0.4860538399
866	0.4858737387
867	0.4857132601
868	0.4854293797
869	0.4852121369
870	0.4849287314
871	0.4848575616
872	0.4846138993
873	0.4844721136
874	0.4842782274
875	0.4840630425
876	0.4838593504
877	0.4837596229
878	0.4835739505
879	0.483372287
880	0.4831334585
881	0.4830323649
882	0.4827139252
883	0.482504876
884	0.4822307637
885	0.4822031592
886	0.4820139221
887	0.4818327424
888	0.4816683662
889	0.4814843759
890	0.4812805502
891	0.4810887065
892	0.4809333442
893	0.4807060331
894	0.4805231168
895	0.4804717612
896	0.480342837
897	0.4802216442
898	0.4800114305
899	0.4797408932
900	0.4796934394
901	0.4795166656
902	0.4792401441
903	0.4791140077
904	0.4789674931
905	0.4787063435
906	0.4785081196
907	0.4783201805
908	0.4781634184
909	0.4779646833
910	0.4778173562
911	0.4776216507
912	0.4774109786
913	0.4771983129
914	0.4768963744
915	0.4768323096
916	0.4765658943
917	0.4764644017
918	0.4762146438
919	0.4759472257
920	0.4758101022
921	0.4756873817
922	0.4755035827
923	0.4753022733
924	0.4750502153
925	0.4749288992
926	0.4748180594
927	0.4746477004
928	0.4744568324
929	0.4742858966
930	0.4740200646
931	0.4738733776
932	0.4737618839
933	0.4735364407
934	0.4733425989
935	0.4730565492
936	0.4729581644
937	0.4727359074
938	0.4725818168
939	0.4724399272
940	0.4721937573
941	0.4721276201
942	0.4718462678
943	0.4716409535
944	0.4714731812
945	0.4714439312
946	0.4713205385
947	0.4711334096
948	0.470864868
949	0.4707329513
950	0.4706016535
951	0.4703923056
952	0.4703059445
953	0.4701818411
954	0.4701240153
955	0.4698517039
956	0.4697437745
957	0.4695715414
958	0.4693700071
959	0.4691245948
960	0.4689733597
961	0.4689251398
962	0.4687789446
963	0.468660695
964	0.4684003018
965	0.4681543072
966	0.468032536
967	0.4677956637
968	0.4675652167
969	0.4674423385
970	0.4673201979
971	0.4672485955
972	0.4669927458
973	0.4667314853
974	0.4665700672
975	0.4662834689
976	0.4660888258
977	0.4657769232
978	0.465557534
979	0.4653267323
980	0.4651039344
981	0.4648884951
982	0.4646513199
983	0.4645212747
984	0.4644055607
985	0.4642005284
986	0.4639724448
987	0.4637299075
988	0.4635765272
989	0.4634334539
990	0.4632608448
991	0.4630515752
992	0.4628615998
993	0.4627370644
994	0.462493364
995	0.4623012918
996	0.4621155833
997	0.4620116642
998	0.4618174844
999	0.4615944797
