iter	Logloss
111	0.6689497002
112	0.6688520688
113	0.6686422161
114	0.6683792954
115	0.6681321135
116	0.66806612
117	0.6678978964
118	0.6677069958
119	0.6673061161
120	0.6671905319
121	0.666997953
122	0.6667145736
123	0.6666325855
124	0.6664084881
125	0.6662394031
126	0.6660994511
127	0.6660381046
128	0.6659649028
129	0.6657839626
130	0.6655223966
131	0.6652894211
132	0.6650892386
133	0.6648805435
134	0.6646824469
135	0.6644612228
136	0.6642388219
137	0.6641310479
138	0.6638792564
139	0.6637782649
140	0.6636405641
141	0.6634010326
142	0.6632023565
143	0.6630424807
144	0.6629028976
145	0.6627024879
146	0.662621711
147	0.6624229824
148	0.6622950236
149	0.6619594867
150	0.6617782279
151	0.6615253692
152	0.6613566543
153	0.6610832185
154	0.6606696206
155	0.660392303
156	0.6603328377
157	0.6601594155
158	0.6601342668
159	0.6601198198
160	0.6598457127
161	0.659527806
162	0.6591111195
163	0.6588325608
164	0.6586319911
165	0.6584590991
166	0.6583741194
167	0.6579769765
168	0.6578824678
169	0.6578303296
170	0.6574634631
171	0.6572885404
172	0.6568814149
173	0.6568486296
174	0.656561594
175	0.6562661861
176	0.6560856036
177	0.6560850732
178	0.6558342762
179	0.6555809801
180	0.6553633765
181	0.6553226367
182	0.6550826623
183	0.654735926
184	0.6547285459
185	0.6545971407
186	0.6545637776
187	0.6544448931
188	0.6539656316
189	0.6536501974
190	0.6534282879
191	0.6532375721
192	0.6531275613
193	0.6527945069
194	0.6526521459
195	0.6525061457
196	0.6523425425
197	0.65226239
198	0.6520754472
199	0.6518478451
200	0.6516912692
201	0.6516706079
202	0.6513897317
203	0.6512143332
204	0.6511545224
205	0.6508265535
206	0.6506413182
207	0.6505197105
208	0.6503106247
209	0.6501139438
210	0.6499301593
211	0.6496254008
212	0.6494437961
213	0.6491424372
214	0.6488883829
215	0.6485601759
216	0.6484647796
217	0.6483244537
218	0.6480384612
219	0.6478393963
220	0.6475483046
221	0.6473955225
222	0.6470881133
223	0.646913319
224	0.6467039768
225	0.6465373869
226	0.6462517913
227	0.6459650259
228	0.6458954123
229	0.6455141733
230	0.6453413051
231	0.6449086888
232	0.6449086868
233	0.6447239304
234	0.6446161414
235	0.6446125317
236	0.6444669672
237	0.6443035315
238	0.6439993019
239	0.643670652
240	0.643428665
241	0.6433004527
242	0.6430576154
243	0.6428804082
244	0.6426991369
245	0.6423775515
246	0.6420220496
247	0.6417368519
248	0.6416584932
249	0.6412460089
250	0.6411401503
251	0.6411329588
252	0.6408565618
253	0.6406729233
254	0.6404419693
255	0.6402611081
256	0.640000802
257	0.6398879893
258	0.6396286478
259	0.6392815611
260	0.6390166249
261	0.6388363742
262	0.6383875007
263	0.6379670741
264	0.6378166148
265	0.6372793967
266	0.6371679387
267	0.6369309845
268	0.6366248511
269	0.6364322798
270	0.6360251605
271	0.6356462317
272	0.635612722
273	0.6354233811
274	0.6353086465
275	0.6352751068
276	0.6349850139
277	0.6348802108
278	0.6346342985
279	0.6343754384
280	0.6342436226
281	0.6338589997
282	0.6334652013
283	0.6332089554
284	0.6328436275
285	0.6324187119
286	0.6321146082
287	0.6318229545
288	0.6315602287
289	0.6311772564
290	0.6307117777
291	0.6304407214
292	0.6303748824
293	0.6300559436
294	0.6299604766
295	0.6298131331
296	0.6296990202
297	0.6295500226
298	0.6293312263
299	0.6290579694
300	0.6286169927
301	0.6282757986
302	0.6280072453
303	0.6277506147
304	0.6275363074
305	0.6272977409
306	0.6269779657
307	0.6267396251
308	0.6265768331
309	0.6264115977
310	0.6263736759
311	0.6262307447
312	0.6258453622
313	0.6255336975
314	0.625365652
315	0.6250878329
316	0.6247422757
317	0.6243022083
318	0.6240720987
319	0.6237754178
320	0.6234830616
321	0.6230812138
322	0.6229590186
323	0.6226909548
324	0.6224016007
325	0.6221661324
326	0.6218394628
327	0.6217436565
328	0.6215317478
329	0.6213740018
330	0.6212346105
331	0.6208402198
332	0.6206041107
333	0.6202719683
334	0.620159747
335	0.6198336435
336	0.6196612463
337	0.6194878704
338	0.6191552704
339	0.6188447438
340	0.6184563865
341	0.6181743323
342	0.6179591441
343	0.617725605
344	0.617372596
345	0.6168997498
346	0.6166564076
347	0.6166167443
348	0.6165162307
349	0.6162805495
350	0.6157878539
351	0.6155073397
352	0.6152102968
353	0.6148222709
354	0.6144451358
355	0.6142713317
356	0.6138227926
357	0.6134605616
358	0.6132986448
359	0.6131272328
360	0.6128066446
361	0.6125868935
362	0.6123694145
363	0.6120719062
364	0.6117067808
365	0.6113833684
366	0.6109974248
367	0.6107282231
368	0.6101739107
369	0.6097404284
370	0.6096101995
371	0.6092904418
372	0.6090413033
373	0.6087190867
374	0.6084817644
375	0.6082084466
376	0.6078570044
377	0.6076320387
378	0.6073353701
379	0.6070607433
380	0.607029304
381	0.6065367871
382	0.6062846244
383	0.6059165463
384	0.6056467929
385	0.6053271945
386	0.6050248965
387	0.6047418476
388	0.6043508439
389	0.6040575703
390	0.6038711448
391	0.6033960144
392	0.6030468743
393	0.6028043404
394	0.6025938627
395	0.60236418
396	0.6020081671
397	0.6014594279
398	0.601096302
399	0.6007986158
400	0.6003612771
401	0.6000361831
402	0.5996671834
403	0.5993913514
404	0.599234945
405	0.5990997269
406	0.598631802
407	0.5983523293
408	0.597983383
409	0.5975870976
410	0.5972882107
411	0.5970737116
412	0.5967876632
413	0.5963064174
414	0.5959572972
415	0.5956699017
416	0.5952217099
417	0.5949396706
418	0.5946432851
419	0.5945332577
420	0.5942547996
421	0.593889682
422	0.5936467384
423	0.5933281167
424	0.5928881336
425	0.5927060715
426	0.5925124405
427	0.5923678623
428	0.5920266341
429	0.5916917372
430	0.5914140829
431	0.5910924674
432	0.5907962359
433	0.5904675685
434	0.590155907
435	0.5897130651
436	0.589320125
437	0.5890427013
438	0.5887351531
439	0.5884736502
440	0.5881507004
441	0.5879124604
442	0.5877411106
443	0.5874583523
444	0.587175396
445	0.5868675555
446	0.5866034166
447	0.5863084501
448	0.5859737252
449	0.5857176164
450	0.5853484248
451	0.585184786
452	0.5847975564
453	0.5844898145
454	0.5841607878
455	0.5839162646
456	0.5836760035
457	0.5832830513
458	0.5829556297
459	0.5824814023
460	0.5821135683
461	0.5817762567
462	0.5815339869
463	0.5813490065
464	0.5809108583
465	0.5807361887
466	0.5804779548
467	0.5802310424
468	0.5800667347
469	0.5798710188
470	0.5795248418
471	0.5794027068
472	0.5791364467
473	0.5788233466
474	0.5786391625
475	0.5782433348
476	0.5779638901
477	0.577735711
478	0.5775601053
479	0.577042347
480	0.5767382918
481	0.5763520119
482	0.5760679858
483	0.5756040928
484	0.5753951422
485	0.5751354323
486	0.5748466271
487	0.5745218496
488	0.5742474593
489	0.5739025397
490	0.5736492153
491	0.5735574146
492	0.5731336679
493	0.5728385712
494	0.5725413389
495	0.5722283807
496	0.5720520616
497	0.5717912555
498	0.5717089384
499	0.571530869
500	0.5714856029
501	0.5711293742
502	0.5706687118
503	0.5703739588
504	0.5701922276
505	0.5698721597
506	0.5695505492
507	0.5692502252
508	0.5688587727
509	0.5685807132
510	0.5683077496
511	0.5680458236
512	0.5678357914
513	0.5674955527
514	0.5673085486
515	0.5669943935
516	0.5667245648
517	0.5665885599
518	0.5663194406
519	0.5660771768
520	0.5657658563
521	0.5654385494
522	0.5650879417
523	0.564732374
524	0.5644569673
525	0.5643011656
526	0.5640791714
527	0.5639239096
528	0.5634903403
529	0.5632187027
530	0.5629090581
531	0.5626088151
532	0.5624288344
533	0.5621242933
534	0.5620836739
535	0.5618057088
536	0.5615749298
537	0.5613151517
538	0.5610170955
539	0.5608061154
540	0.5605605588
541	0.5603003296
542	0.5599736341
543	0.5597389763
544	0.5593657803
545	0.5590831731
546	0.5587783528
547	0.5586418879
548	0.5584513229
549	0.5582472249
550	0.5580156985
551	0.55779356
552	0.5576418852
553	0.5573208599
554	0.5571303645
555	0.5567106702
556	0.5563909963
557	0.5560906589
558	0.5558138149
559	0.5554891327
560	0.5553373438
561	0.555227476
562	0.5548386926
563	0.5545413208
564	0.5542436365
565	0.5540271326
566	0.5536409198
567	0.5532759373
568	0.5529852306
569	0.55272069
570	0.5523778742
571	0.552114488
572	0.5518172858
573	0.55144722
574	0.5511526541
575	0.5508622978
576	0.5505584244
577	0.5502457119
578	0.5498872831
579	0.5497863482
580	0.5495197583
581	0.5492770294
582	0.5489431046
583	0.5487437722
584	0.5485724083
585	0.5482520512
586	0.5480280849
587	0.5478396281
588	0.5476254295
589	0.5473780047
590	0.5471882241
591	0.5469322274
592	0.5466161308
593	0.5463784621
594	0.546120064
595	0.5457777559
596	0.5454554356
597	0.545166053
598	0.5450242642
599	0.5447593277
600	0.5445928485
601	0.5442378679
602	0.5440028167
603	0.5438743708
604	0.5436127582
605	0.5433951933
606	0.5431544914
607	0.5430645731
608	0.5427948589
609	0.542586064
610	0.5424466978
611	0.5421888541
612	0.5418503233
613	0.5417374663
614	0.5414287989
615	0.5412072646
616	0.5409457283
617	0.5405844785
618	0.5404077917
619	0.5402104034
620	0.5400752477
621	0.5399263278
622	0.5398225083
623	0.5394667527
624	0.539338236
625	0.5390998883
626	0.5389093666
627	0.5386988137
628	0.5384202309
629	0.5381826956
630	0.537898573
631	0.5377384618
632	0.5375246861
633	0.5372493327
634	0.5370469157
635	0.5367942636
636	0.5364468647
637	0.5362792635
638	0.5360854985
639	0.5357594854
640	0.5356410268
641	0.5353630749
642	0.5351964003
643	0.5348633832
644	0.5346489399
645	0.5344658794
646	0.5342970193
647	0.5338918287
648	0.5336228539
649	0.5334795562
650	0.5332194475
651	0.5329559741
652	0.5328433765
653	0.5326057502
654	0.5323698485
655	0.5321550097
656	0.5318974702
657	0.5318235694
658	0.5315878702
659	0.5314755544
660	0.5311574674
661	0.5309764906
662	0.5307617296
663	0.5304738956
664	0.5301992049
665	0.5299298696
666	0.5297190605
667	0.5295493765
668	0.5293893871
669	0.5292169852
670	0.5289862449
671	0.5286603378
672	0.5283374394
673	0.5279994908
674	0.5277498866
675	0.5275016154
676	0.5272694024
677	0.5269988482
678	0.5268001588
679	0.5266461671
680	0.5264082538
681	0.5262898525
682	0.5260658
683	0.5259764054
684	0.5257598653
685	0.5256217912
686	0.5253441076
687	0.5251094181
688	0.5248862707
689	0.5247226464
690	0.5245028988
691	0.5242509128
692	0.5239636346
693	0.5236592847
694	0.5234244249
695	0.5231810206
696	0.5229645055
697	0.522846939
698	0.5226738797
699	0.522434554
700	0.5222629248
701	0.5220117593
702	0.521854853
703	0.5215134885
704	0.5212924008
705	0.5210613728
706	0.520795973
707	0.5205291006
708	0.5203964542
709	0.5202278912
710	0.5199385405
711	0.5196986482
712	0.5194552252
713	0.5192125763
714	0.518955243
715	0.5187260565
716	0.5185557712
717	0.5183712787
718	0.5182075459
719	0.5179580533
720	0.5178009443
721	0.5175010018
722	0.5172717449
723	0.5171859719
724	0.5169900488
725	0.5168446323
726	0.5166205525
727	0.5163452909
728	0.516177485
729	0.5159560648
730	0.5159292937
731	0.515817121
732	0.5155212809
733	0.5153357818
734	0.5151575621
735	0.514816782
736	0.51464963
737	0.5144175107
738	0.5142687433
739	0.5139952301
740	0.5139252261
741	0.5136685883
742	0.5135485899
743	0.5132681239
744	0.5131426321
745	0.5129658515
746	0.5127977777
747	0.5125578696
748	0.5122930068
749	0.5121335534
750	0.5119154413
751	0.5116657109
752	0.5113531057
753	0.5110539649
754	0.5107464892
755	0.5106388702
756	0.510560102
757	0.5103619201
758	0.5102052739
759	0.5099128557
760	0.5097038657
761	0.5094077921
762	0.5091710442
763	0.5088712217
764	0.5086911114
765	0.5085761593
766	0.5083717541
767	0.5081297122
768	0.5079385166
769	0.5078081679
770	0.5075598112
771	0.507291869
772	0.5071785463
773	0.507018292
774	0.5069087155
775	0.5066890922
776	0.5065922149
777	0.5063178685
778	0.506233
779	0.5059800785
780	0.5057211793
781	0.5056477176
782	0.5054594744
783	0.5051718026
784	0.5049179941
785	0.5046598249
786	0.5044691761
787	0.5042190728
788	0.5040488365
789	0.5038876505
790	0.5036588362
791	0.5034172939
792	0.5031933357
793	0.5029541857
794	0.5027644552
795	0.5024131836
796	0.5022494068
797	0.501960712
798	0.501851163
799	0.501562775
800	0.5012921344
801	0.5011392959
802	0.500981944
803	0.5008820347
804	0.5007979274
805	0.5005804419
806	0.5004398031
807	0.500394804
808	0.500265551
809	0.5000639416
810	0.4999159706
811	0.4996353514
812	0.4995166559
813	0.4991837569
814	0.498909149
815	0.4986923077
816	0.498464342
817	0.4983428475
818	0.498088733
819	0.497911632
820	0.4977845514
821	0.4976579561
822	0.4975068839
823	0.497272664
824	0.4969940909
825	0.4967847788
826	0.4965403172
827	0.4963911937
828	0.4963060164
829	0.4960983226
830	0.4959397755
831	0.4957707577
832	0.4956666329
833	0.4954162716
834	0.4952106693
835	0.4950269215
836	0.4948117407
837	0.4945901776
838	0.4944047625
839	0.4942812294
840	0.4939878045
841	0.4938583414
842	0.4936473519
843	0.4934096727
844	0.4931878894
845	0.492923535
846	0.4926645842
847	0.4925458883
848	0.4924049003
849	0.4922127166
850	0.4920790163
851	0.4918811695
852	0.4917079478
853	0.4914341552
854	0.4911765523
855	0.4909101961
856	0.4907990117
857	0.4905156378
858	0.4902422831
859	0.4900255808
860	0.4898125184
861	0.4895631974
862	0.4894183383
863	0.4892630432
864	0.4890095209
865	0.4887958349
866	0.4886176553
867	0.4885270495
868	0.4883464441
869	0.4882304667
870	0.4881728098
871	0.4879224635
872	0.487727271
873	0.4873758665
874	0.4872003034
875	0.4870162043
876	0.4869671658
877	0.4869264978
878	0.4866981146
879	0.486564483
880	0.4863250598
881	0.4861573731
882	0.4859002875
883	0.4857443182
884	0.4855902063
885	0.4853199573
886	0.4852235697
887	0.4851574607
888	0.4848996315
889	0.4847739952
890	0.4846488214
891	0.4844212393
892	0.4842364122
893	0.4839893733
894	0.4838728699
895	0.4836373769
896	0.4834161036
897	0.4832019805
898	0.4829290144
899	0.4826800396
900	0.482382384
901	0.4822272873
902	0.482079866
903	0.481962352
904	0.4818758008
905	0.4817108837
906	0.4814775712
907	0.4812641367
908	0.4811098962
909	0.4809573672
910	0.4808006482
911	0.4806647285
912	0.480471895
913	0.4802913191
914	0.4801890301
915	0.4799280848
916	0.4796224951
917	0.4794839065
918	0.4794338801
919	0.4793562637
920	0.4790038321
921	0.4788479073
922	0.4786206616
923	0.4785129189
924	0.4782537748
925	0.4780321306
926	0.4777654973
927	0.4775065079
928	0.4773919161
929	0.4771344243
930	0.4770098311
931	0.4768252195
932	0.4766269222
933	0.4764723135
934	0.4762809794
935	0.4762107621
936	0.4759984763
937	0.475839163
938	0.4755886734
939	0.4754766963
940	0.4752857016
941	0.4749964455
942	0.4748904996
943	0.4746887238
944	0.4744334715
945	0.4741449872
946	0.4739677953
947	0.4737880116
948	0.47352394
949	0.4734657705
950	0.4732381476
951	0.4730955648
952	0.4728846451
953	0.4728220217
954	0.472642871
955	0.4724590343
956	0.4721869089
957	0.4718876349
958	0.4717281981
959	0.4714919642
960	0.4712608303
961	0.4711258498
962	0.4709509468
963	0.4708319746
964	0.4706092904
965	0.4705250463
966	0.4703585002
967	0.4701455068
968	0.4699878792
969	0.4698149295
970	0.4697009182
971	0.469575549
972	0.4694256268
973	0.4693681791
974	0.4690637712
975	0.4688216641
976	0.4685190018
977	0.4683701456
978	0.4682801333
979	0.4680407101
980	0.4678573381
981	0.4677693847
982	0.4676111926
983	0.4674969406
984	0.4672922643
985	0.4670539927
986	0.4668662439
987	0.4666268465
988	0.4664150228
989	0.4662783639
990	0.4661489167
991	0.4659545423
992	0.4658618248
993	0.4656105255
994	0.465340593
995	0.4652235776
996	0.4650316618
997	0.4648271731
998	0.4647115361
999	0.4644916966
