iter	Passed	Remaining
178	6513	29872
179	6550	29842
180	6585	29800
181	6603	29679
182	6637	29634
183	6674	29601
184	6699	29513
185	6736	29483
186	6758	29381
187	6795	29348
188	6832	29317
189	6867	29277
190	6904	29242
191	6936	29191
192	6979	29183
193	7016	29149
194	7045	29084
195	7084	29059
196	7119	29021
197	7151	28965
198	7185	28920
199	7222	28888
200	7257	28850
201	7275	28742
202	7310	28700
203	7343	28654
204	7378	28614
205	7414	28578
206	7452	28548
207	7487	28510
208	7517	28450
209	7547	28391
210	7580	28345
211	7611	28290
212	7647	28257
213	7685	28227
214	7722	28195
215	7758	28160
216	7793	28120
217	7833	28100
218	7868	28060
219	7903	28021
220	7942	27998
221	7977	27955
222	8017	27934
223	8048	27882
224	8082	27840
225	8122	27817
226	8159	27785
227	8196	27754
228	8232	27715
229	8273	27699
230	8305	27649
231	8343	27619
232	8356	27509
233	8393	27475
234	8425	27428
235	8439	27321
236	8477	27291
237	8508	27242
238	8541	27196
239	8572	27147
240	8607	27106
241	8643	27074
242	8679	27037
243	8716	27007
244	8753	26975
245	8789	26941
246	8831	26924
247	8866	26885
248	8908	26869
249	8946	26838
250	8982	26804
251	9000	26715
252	9038	26686
253	9079	26665
254	9113	26627
255	9149	26590
256	9182	26547
257	9215	26504
258	9251	26469
259	9289	26437
260	9322	26395
261	9360	26365
262	9397	26333
263	9433	26300
264	9471	26269
265	9506	26232
266	9542	26196
267	9580	26166
268	9612	26121
269	9651	26096
270	9688	26063
271	9728	26037
272	9762	25998
273	9798	25962
274	9833	25924
275	9870	25891
276	9904	25852
277	9936	25807
278	9970	25766
279	10002	25721
280	10034	25674
281	10068	25635
282	10099	25587
283	10130	25540
284	10164	25499
285	10201	25467
286	10237	25433
287	10273	25398
288	10311	25369
289	10347	25334
290	10378	25286
291	10413	25248
292	10444	25202
293	10475	25155
294	10504	25103
295	10540	25069
296	10576	25033
297	10612	24999
298	10664	25002
299	10702	24971
300	10735	24930
301	10770	24892
302	10804	24854
303	10841	24820
304	10878	24789
305	10909	24742
306	10943	24702
307	10975	24658
308	11008	24617
309	11050	24595
310	11085	24559
311	11125	24532
312	11158	24491
313	11192	24452
314	11233	24429
315	11273	24402
316	11312	24372
317	11349	24340
318	11389	24314
319	11421	24270
320	11455	24232
321	11494	24203
322	11538	24183
323	11579	24159
324	11619	24132
325	11658	24103
326	11703	24087
327	11739	24052
328	11773	24011
329	11803	23965
330	11836	23923
331	11871	23886
332	11906	23847
333	11940	23809
334	11972	23766
335	12007	23729
336	12046	23699
337	12082	23665
338	12119	23630
339	12151	23588
340	12194	23566
341	12236	23542
342	12278	23518
343	12322	23498
344	12369	23483
345	12416	23468
346	12466	23459
347	12518	23453
348	12560	23429
349	12601	23403
350	12636	23365
351	12668	23321
352	12707	23290
353	12747	23262
354	12798	23253
355	12848	23242
356	12897	23229
357	12939	23205
358	12985	23185
359	13030	23165
360	13077	23148
361	13119	23122
362	13164	23102
363	13200	23064
364	13235	23026
365	13270	22987
366	13301	22942
367	13339	22909
368	13369	22862
369	13400	22817
370	13437	22781
371	13474	22747
372	13510	22710
373	13544	22671
374	13581	22636
375	13622	22607
376	13662	22577
377	13699	22541
378	13737	22509
379	13782	22487
380	13822	22456
381	13857	22419
382	13893	22381
383	13932	22349
384	13969	22314
385	14007	22281
386	14046	22248
387	14078	22206
388	14109	22162
389	14145	22125
390	14183	22090
391	14227	22067
392	14267	22036
393	14300	21995
394	14335	21957
395	14371	21920
396	14401	21874
397	14431	21828
398	14467	21791
399	14501	21752
400	14532	21707
401	14564	21664
402	14598	21626
403	14634	21589
404	14670	21553
405	14704	21513
406	14737	21472
407	14770	21431
408	14805	21393
409	14840	21355
410	14878	21322
411	14913	21284
412	14949	21247
413	14984	21209
414	15020	21173
415	15059	21141
416	15094	21102
417	15127	21062
418	15158	21019
419	15192	20980
420	15228	20944
421	15267	20911
422	15302	20874
423	15341	20841
424	15375	20802
425	15411	20766
426	15445	20726
427	15475	20682
428	15510	20644
429	15547	20609
430	15586	20577
431	15624	20543
432	15667	20516
433	15701	20477
434	15735	20437
435	15771	20401
436	15808	20366
437	15844	20329
438	15882	20296
439	15917	20259
440	15954	20223
441	15988	20184
442	16028	20152
443	16065	20117
444	16102	20082
445	16136	20043
446	16168	20003
447	16206	19968
448	16245	19935
449	16277	19894
450	16313	19858
451	16347	19819
452	16378	19776
453	16412	19738
454	16447	19700
455	16480	19660
456	16518	19627
457	16552	19588
458	16584	19547
459	16616	19506
460	16652	19469
461	16684	19428
462	16715	19387
463	16745	19344
464	16779	19304
465	16813	19267
466	16846	19227
467	16878	19186
468	16914	19150
469	16951	19115
470	16985	19076
471	17024	19044
472	17058	19006
473	17089	18964
474	17129	18932
475	17163	18894
476	17200	18859
477	17233	18820
478	17267	18781
479	17296	18737
480	17332	18701
481	17364	18661
482	17394	18618
483	17430	18583
484	17467	18548
485	17504	18513
486	17536	18473
487	17575	18439
488	17610	18402
489	17648	18368
490	17682	18331
491	17714	18291
492	17750	18254
493	17784	18216
494	17814	18174
495	17847	18135
496	17881	18097
497	17916	18060
498	17949	18021
499	17984	17984
500	18021	17949
501	18056	17912
502	18090	17875
503	18125	17837
504	18160	17800
505	18197	17766
506	18232	17728
507	18267	17692
508	18304	17656
509	18341	17622
510	18376	17585
511	18411	17548
512	18447	17512
513	18483	17476
514	18517	17438
515	18557	17406
516	18594	17371
517	18634	17339
518	18671	17304
519	18707	17268
520	18743	17232
521	18775	17193
522	18807	17153
523	18837	17112
524	18873	17075
525	18906	17037
526	18940	16999
527	18973	16960
528	19005	16921
529	19042	16886
530	19078	16851
531	19114	16815
532	19149	16778
533	19188	16745
534	19221	16706
535	19257	16670
536	19292	16633
537	19328	16598
538	19361	16559
539	19398	16524
540	19437	16491
541	19468	16450
542	19502	16413
543	19535	16375
544	19569	16337
545	19603	16300
546	19639	16264
547	19675	16228
548	19708	16190
549	19745	16155
550	19776	16115
551	19812	16080
552	19842	16039
553	19873	15999
554	19910	15964
555	19945	15927
556	19983	15893
557	20017	15855
558	20054	15820
559	20089	15784
560	20125	15748
561	20157	15709
562	20193	15674
563	20230	15638
564	20267	15603
565	20301	15566
566	20336	15530
567	20368	15491
568	20400	15452
569	20433	15414
570	20467	15377
571	20502	15340
572	20536	15303
573	20571	15267
574	20607	15231
575	20643	15195
576	20690	15168
577	20733	15137
578	20776	15106
579	20818	15075
580	20861	15044
581	20908	15017
582	20953	14987
583	20990	14952
584	21028	14917
585	21069	14885
586	21104	14848
587	21137	14810
588	21175	14776
589	21210	14739
590	21246	14703
591	21284	14669
592	21321	14633
593	21354	14596
594	21386	14557
595	21424	14522
596	21472	14494
597	21526	14471
598	21562	14435
599	21607	14404
600	21651	14374
601	21691	14340
602	21735	14309
603	21778	14278
604	21822	14247
605	21868	14218
606	21910	14185
607	21944	14148
608	21976	14109
609	22007	14070
610	22044	14035
611	22081	13999
612	22113	13960
613	22150	13925
614	22184	13887
615	22213	13847
616	22250	13811
617	22284	13774
618	22317	13736
619	22356	13702
620	22389	13664
621	22424	13628
622	22462	13592
623	22500	13557
624	22540	13524
625	22578	13489
626	22614	13453
627	22649	13416
628	22683	13379
629	22721	13344
630	22756	13307
631	22792	13271
632	22829	13236
633	22861	13197
634	22895	13160
635	22932	13124
636	22966	13087
637	23004	13052
638	23040	13016
639	23078	12981
640	23114	12945
641	23160	12915
642	23193	12877
643	23225	12838
644	23261	12802
645	23299	12767
646	23334	12731
647	23370	12695
648	23408	12660
649	23443	12623
650	23479	12587
651	23514	12550
652	23545	12512
653	23579	12474
654	23615	12438
655	23651	12402
656	23684	12364
657	23720	12328
658	23752	12290
659	23788	12254
660	23828	12220
661	23868	12186
662	23907	12152
663	23939	12114
664	23976	12078
665	24011	12041
666	24048	12006
667	24085	11970
668	24124	11936
669	24159	11899
670	24193	11862
671	24229	11826
672	24263	11789
673	24299	11753
674	24337	11717
675	24372	11681
676	24402	11642
677	24436	11605
678	24473	11569
679	24510	11534
680	24548	11499
681	24585	11463
682	24619	11426
683	24656	11391
684	24690	11353
685	24722	11316
686	24759	11280
687	24797	11245
688	24838	11211
689	24874	11175
690	24908	11138
691	24936	11099
692	24969	11061
693	25003	11024
694	25041	10989
695	25076	10952
696	25115	10918
697	25149	10881
698	25179	10842
699	25218	10807
700	25248	10769
701	25283	10732
702	25314	10694
703	25347	10657
704	25383	10621
705	25417	10584
706	25454	10548
707	25489	10512
708	25525	10476
709	25561	10440
710	25597	10404
711	25635	10369
712	25670	10333
713	25703	10295
714	25736	10258
715	25774	10223
716	25809	10187
717	25840	10149
718	25873	10112
719	25911	10076
720	25945	10039
721	25983	10004
722	26019	9968
723	26051	9931
724	26086	9895
725	26122	9858
726	26157	9822
727	26190	9785
728	26227	9749
729	26257	9711
730	26290	9674
731	26328	9639
732	26358	9601
733	26395	9565
734	26430	9529
735	26463	9492
736	26498	9455
737	26534	9420
738	26566	9382
739	26602	9346
740	26637	9310
741	26675	9275
742	26713	9240
743	26746	9202
744	26773	9164
745	26807	9127
746	26842	9091
747	26877	9054
748	26914	9019
749	26950	8983
750	26985	8947
751	27017	8909
752	27047	8872
753	27077	8834
754	27114	8798
755	27146	8761
756	27181	8725
757	27216	8689
758	27248	8651
759	27284	8616
760	27321	8580
761	27355	8544
762	27394	8509
763	27429	8473
764	27466	8437
765	27497	8400
766	27535	8364
767	27569	8328
768	27606	8292
769	27640	8256
770	27675	8220
771	27711	8184
772	27745	8147
773	27781	8111
774	27816	8075
775	27851	8039
776	27886	8003
777	27918	7966
778	27949	7929
779	27980	7891
780	28016	7856
781	28047	7818
782	28084	7783
783	28124	7748
784	28159	7712
785	28191	7675
786	28225	7639
787	28262	7603
788	28298	7567
789	28334	7532
790	28372	7496
791	28407	7460
792	28441	7424
793	28480	7389
794	28515	7352
795	28546	7316
796	28584	7280
797	28618	7244
798	28655	7208
799	28692	7173
800	28725	7136
801	28763	7101
802	28796	7064
803	28829	7028
804	28867	6992
805	28901	6956
806	28932	6919
807	28967	6883
808	28999	6846
809	29033	6810
810	29069	6774
811	29105	6738
812	29143	6703
813	29178	6667
814	29211	6630
815	29244	6594
816	29280	6558
817	29313	6522
818	29353	6487
819	29397	6453
820	29439	6418
821	29482	6384
822	29523	6349
823	29575	6316
824	29627	6284
825	29670	6250
826	29709	6214
827	29743	6178
828	29778	6142
829	29814	6106
830	29848	6070
831	29884	6034
832	29917	5997
833	29949	5961
834	29981	5924
835	30017	5888
836	30050	5852
837	30091	5817
838	30130	5781
839	30161	5744
840	30193	5708
841	30236	5673
842	30293	5641
843	30339	5607
844	30381	5573
845	30422	5537
846	30465	5503
847	30504	5467
848	30541	5432
849	30586	5397
850	30626	5362
851	30662	5326
852	30703	5291
853	30737	5254
854	30770	5218
855	30806	5182
856	30843	5146
857	30874	5109
858	30907	5073
859	30942	5037
860	30978	5001
861	31011	4964
862	31045	4928
863	31084	4892
864	31123	4857
865	31160	4821
866	31201	4786
867	31242	4751
868	31278	4715
869	31314	4679
870	31347	4642
871	31383	4606
872	31416	4570
873	31451	4534
874	31487	4498
875	31524	4462
876	31560	4426
877	31592	4389
878	31630	4354
879	31672	4319
880	31710	4283
881	31745	4247
882	31780	4211
883	31814	4174
884	31847	4138
885	31881	4102
886	31913	4065
887	31948	4029
888	31984	3993
889	32022	3957
890	32062	3922
891	32105	3887
892	32136	3850
893	32171	3814
894	32205	3778
895	32238	3742
896	32278	3706
897	32310	3670
898	32342	3633
899	32377	3597
900	32408	3561
901	32443	3524
902	32476	3488
903	32512	3452
904	32546	3416
905	32581	3380
906	32612	3343
907	32647	3307
908	32682	3271
909	32718	3235
910	32749	3199
911	32779	3162
912	32814	3126
913	32846	3090
914	32878	3054
915	32911	3018
916	32944	2981
917	32978	2945
918	33009	2909
919	33037	2872
920	33075	2837
921	33106	2800
922	33140	2764
923	33175	2728
924	33211	2692
925	33247	2656
926	33284	2621
927	33316	2584
928	33352	2548
929	33383	2512
930	33415	2476
931	33450	2440
932	33485	2404
933	33525	2369
934	33563	2333
935	33595	2297
936	33631	2261
937	33664	2225
938	33698	2189
939	33728	2152
940	33763	2116
941	33802	2081
942	33837	2045
943	33871	2009
944	33905	1973
945	33937	1937
946	33971	1901
947	34005	1865
948	34041	1829
949	34077	1793
950	34110	1757
951	34145	1721
952	34176	1685
953	34212	1649
954	34242	1613
955	34276	1577
956	34311	1541
957	34343	1505
958	34375	1469
959	34410	1433
960	34445	1397
961	34481	1362
962	34513	1326
963	34551	1290
964	34589	1254
965	34652	1219
966	34682	1183
967	34717	1147
968	34752	1111
969	34787	1075
970	34822	1040
971	34854	1004
972	34885	968
973	34917	932
974	34954	896
975	34992	860
976	35024	824
977	35064	788
978	35097	752
979	35129	716
980	35160	680
981	35194	645
982	35232	609
983	35271	573
984	35306	537
985	35343	501
986	35379	465
987	35415	430
988	35451	394
989	35485	358
990	35516	322
991	35549	286
992	35583	250
993	35620	215
994	35655	179
995	35692	143
996	35727	107
997	35762	71
998	35795	35
999	35827	0
